Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,WRITE,5000,Total,,0,60186165248,11479,11479,0,0,16,0,,
,WRITE,10000,Total,,0,125971726336,12547,12547,0,0,16,0,,
,WRITE,15000,Total,,1,192665354240,12720,12720,0,0,16,0,,
,WRITE,20000,Total,,1,259814064128,12807,12807,0,0,16,0,,
,WRITE,25000,Total,,1,323797123072,12203,12203,0,0,16,0,,
,WRITE,30000,Total,,2,387146842112,12083,12083,0,0,16,0,,
,WRITE,35000,Total,,2,454231588864,12795,12795,0,0,16,0,,
,WRITE,40000,Total,,2,508909584384,10429,10429,0,0,16,0,,
,WRITE,45000,Total,,3,573901373440,12396,12396,0,0,16,0,,
