Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,WRITE,5001,Total,,0,151006478336,28802,28802,0,0,16,8,,
,WRITE,10001,Total,,1,264243249152,21598,21598,0,0,16,8,,
,WRITE,15001,Total,,1,315979988992,9868,9868,0,0,16,5,,
,WRITE,20001,Total,,1,345339068416,5599,5599,0,0,16,3,,
,WRITE,25001,Total,,2,370695733248,4836,4836,0,0,16,3,,
,WRITE,30001,Total,,2,395411718144,4714,4714,0,0,16,3,,
,WRITE,35001,Total,,2,419544694784,4603,4603,0,0,16,3,,
,WRITE,40001,Total,,2,443061108736,4485,4485,0,0,16,3,,
,WRITE,45000,Total,,2,467914457088,4740,4740,0,0,16,3,,
,WRITE,50001,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,55001,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,60001,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,65000,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,70000,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,75000,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,80000,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,85000,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,90000,Total,,2,467914457088,0,0,0,0,16,3,,
,WRITE,95000,Total,,2,469052162048,217,217,0,0,8,3,,
,WRITE,100002,Total,,2,469731639296,129,129,0,0,4,3,,
