Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,WRITE,5001,Total,,0,175992995840,33568,33568,0,0,32,12,,
,WRITE,10001,Total,,0,283446870016,20495,20495,0,0,32,6,,
,WRITE,15001,Total,,0,328961359872,8681,8681,0,0,32,4,,
,WRITE,20002,Total,,1,357885280256,5516,5516,0,0,32,3,,
,WRITE,25001,Total,,1,385524695040,5271,5271,0,0,32,3,,
,WRITE,30001,Total,,1,411325956096,4921,4921,0,0,32,3,,
,WRITE,35001,Total,,1,436324007936,4768,4768,0,0,32,3,,
,WRITE,40001,Total,,1,464308404224,5337,5337,0,0,32,3,,
,WRITE,45000,Total,,1,490725179392,5038,5038,0,0,32,3,,
,WRITE,50001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,55001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,60001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,65001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,70001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,75001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,80001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,85001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,90001,Total,,1,490725179392,0,0,0,0,32,3,,
,WRITE,95001,Total,,1,492894683136,413,413,0,0,8,2,,
